subject,structure,dice_before,dice_after,delta,voxels_removed,vol_pred_ml,vol_gt_ml
amos_0199,inferior_vena_cava,0.676,0.676,0.0,0,30.75,46.73
amos_0199,kidney_left,0.937,0.937,0.0,0,149.43,149.46
amos_0199,kidney_right,0.9381,0.9381,0.0,0,139.85,138.1
amos_0199,liver,0.961,0.961,0.0,0,1012.63,1012.67
amos_0199,pancreas,0.7522,0.7522,0.0,0,61.06,73.71
amos_0199,spleen,0.9408,0.9408,0.0,0,108.41,110.64
amos_0199,stomach,0.8808,0.8808,0.0,0,135.42,157.88
amos_0199,urinary_bladder,0.921,0.921,0.0,0,125.75,109.71
amos_0212,adrenal_gland_left,0.2145,0.2145,0.0,0,0.46,2.8
amos_0212,adrenal_gland_right,0.4176,0.4176,0.0,0,1.14,2.05
amos_0212,aorta,0.8416,0.8416,0.0,0,43.57,44.42
amos_0212,duodenum,0.5558,0.5558,0.0,0,41.71,61.59
amos_0212,esophagus,0.8265,0.8265,0.0,0,7.26,7.83
amos_0212,gallbladder,0.313,0.313,0.0,0,1.08,2.47
amos_0212,inferior_vena_cava,0.6863,0.6863,0.0,0,39.53,60.4
amos_0212,kidney_left,0.8259,0.8259,0.0,0,99.65,129.58
amos_0212,kidney_right,0.7057,0.7057,0.0,0,74.69,127.75
amos_0212,liver,0.9404,0.9404,0.0,0,985.65,996.69
amos_0212,pancreas,0.5662,0.5662,0.0,0,53.11,72.78
amos_0212,spleen,0.9056,0.9056,0.0,0,195.78,194.91
amos_0212,stomach,0.9232,0.9232,0.0,0,856.53,919.77
amos_0212,urinary_bladder,0.5812,0.5812,0.0,0,130.07,56.85
amos_0214,adrenal_gland_left,0.7245,0.7245,0.0,0,5.62,5.44
amos_0214,adrenal_gland_right,0.7059,0.7059,0.0,0,5.12,5.74
amos_0214,aorta,0.9028,0.9028,0.0,0,266.65,271.77
amos_0214,duodenum,0.8105,0.8105,0.0,0,67.78,63.56
amos_0214,esophagus,0.7575,0.7575,0.0,0,36.66,33.88
amos_0214,gallbladder,0.8537,0.8537,0.0,0,34.11,39.96
amos_0214,inferior_vena_cava,0.8187,0.8187,0.0,0,68.12,83.19
amos_0214,kidney_left,0.948,0.948,0.0,0,225.45,223.79
amos_0214,kidney_right,0.95,0.95,0.0,0,227.25,226.05
amos_0214,liver,0.9681,0.9681,0.0,0,1676.62,1684.32
amos_0214,pancreas,0.8792,0.8792,0.0,0,96.07,94.84
amos_0214,spleen,0.9516,0.9516,0.0,0,197.73,202.11
amos_0214,stomach,0.9292,0.9292,0.0,0,309.47,327.21
amos_0214,urinary_bladder,0.9268,0.9268,0.0,0,186.09,165.77
amos_0215,adrenal_gland_left,0.6993,0.6993,0.0,0,3.6,4.27
amos_0215,adrenal_gland_right,0.6954,0.6954,0.0,0,2.63,3.01
amos_0215,aorta,0.8301,0.8301,0.0,0,98.45,95.91
amos_0215,duodenum,0.6519,0.6519,0.0,0,52.16,38.43
amos_0215,esophagus,0.7791,0.7791,0.0,0,14.45,12.0
amos_0215,gallbladder,0.8985,0.8985,0.0,0,78.77,88.98
amos_0215,inferior_vena_cava,0.8277,0.8277,0.0,0,55.89,69.33
amos_0215,kidney_left,0.9345,0.9345,0.0,0,91.51,94.62
amos_0215,kidney_right,0.9374,0.9374,0.0,0,107.08,108.58
amos_0215,liver,0.9647,0.9647,0.0,0,1385.46,1406.71
amos_0215,pancreas,0.8759,0.8759,0.0,0,82.03,87.13
amos_0215,spleen,0.9468,0.9468,0.0,0,167.99,174.0
amos_0215,stomach,0.913,0.913,0.0,0,136.3,136.38
amos_0215,urinary_bladder,0.81,0.81,0.0,0,51.05,46.56
amos_0217,adrenal_gland_left,0.7804,0.7804,0.0,0,4.68,4.32
amos_0217,adrenal_gland_right,0.7185,0.7185,0.0,0,4.02,4.24
amos_0217,aorta,0.9149,0.9149,0.0,0,345.27,349.69
amos_0217,duodenum,0.7856,0.7856,0.0,0,61.6,66.49
amos_0217,esophagus,0.8046,0.8046,0.0,0,41.92,34.34
amos_0217,gallbladder,0.3189,0.3189,0.0,0,0.26,1.24
amos_0217,inferior_vena_cava,0.8125,0.8125,0.0,0,55.48,71.74
amos_0217,kidney_left,0.9377,0.9377,0.0,0,139.1,136.41
amos_0217,kidney_right,0.9337,0.9337,0.0,0,129.48,129.0
amos_0217,liver,0.9644,0.9644,0.0,0,1153.72,1146.95
amos_0217,pancreas,0.8445,0.8445,0.0,0,64.06,63.66
amos_0217,spleen,0.9519,0.9519,0.0,0,166.92,167.3
amos_0217,stomach,0.9429,0.9429,0.0,0,255.81,252.86
amos_0217,urinary_bladder,0.8408,0.8408,0.0,0,81.91,60.1
amos_0224,adrenal_gland_left,0.7669,0.7669,0.0,0,5.24,5.13
amos_0224,adrenal_gland_right,0.7507,0.7507,0.0,0,4.51,4.51
amos_0224,aorta,0.8936,0.8936,0.0,0,83.17,82.39
amos_0224,duodenum,0.7757,0.7757,0.0,0,52.56,70.71
amos_0224,esophagus,0.845,0.845,0.0,0,12.78,13.96
amos_0224,gallbladder,0.7507,0.7507,0.0,0,32.93,27.55
amos_0224,inferior_vena_cava,0.8748,0.8748,0.0,0,65.38,70.29
amos_0224,kidney_left,0.9299,0.9299,0.0,0,146.16,150.49
amos_0224,kidney_right,0.9372,0.9372,0.0,0,165.43,166.88
amos_0224,liver,0.9554,0.9554,0.0,0,1048.42,1086.75
amos_0224,pancreas,0.8307,0.8307,0.0,0,54.46,59.69
amos_0224,spleen,0.932,0.932,0.0,0,69.54,68.08
amos_0224,stomach,0.9159,0.9159,0.0,0,136.14,133.47
amos_0224,urinary_bladder,0.8737,0.8737,0.0,0,96.51,101.03
amos_0225,adrenal_gland_left,0.6846,0.6846,0.0,0,2.53,2.74
amos_0225,adrenal_gland_right,0.7531,0.7531,0.0,0,2.42,2.45
amos_0225,aorta,0.895,0.895,0.0,0,66.98,74.11
amos_0225,duodenum,0.7308,0.7308,0.0,0,37.89,42.51
amos_0225,esophagus,0.7872,0.7872,0.0,0,7.5,9.53
amos_0225,gallbladder,0.5103,0.5103,0.0,0,8.48,11.08
amos_0225,inferior_vena_cava,0.8516,0.8516,0.0,0,48.95,51.89
amos_0225,kidney_left,0.9233,0.9233,0.0,0,80.24,83.88
amos_0225,kidney_right,0.9156,0.9156,0.0,0,93.93,94.9
amos_0225,liver,0.9525,0.9525,0.0,0,696.77,702.98
amos_0225,pancreas,0.8152,0.8152,0.0,0,47.17,56.09
amos_0225,spleen,0.896,0.896,0.0,0,90.86,83.82
amos_0225,stomach,0.871,0.871,0.0,0,284.19,327.02
amos_0225,urinary_bladder,0.4702,0.4702,0.0,0,297.37,94.93
amos_0226,adrenal_gland_left,0.7434,0.7434,0.0,0,2.85,2.26
amos_0226,adrenal_gland_right,0.6552,0.6552,0.0,0,2.7,2.41
amos_0226,aorta,0.8998,0.8998,0.0,0,244.17,264.68
amos_0226,duodenum,0.8062,0.8062,0.0,0,64.93,64.27
amos_0226,esophagus,0.8107,0.8107,0.0,0,34.94,36.21
amos_0226,gallbladder,0.67,0.67,0.0,0,8.88,15.85
amos_0226,inferior_vena_cava,0.7167,0.7167,0.0,0,29.31,45.65
amos_0226,kidney_left,0.9334,0.9334,0.0,0,103.93,104.06
amos_0226,kidney_right,0.9367,0.9367,0.0,0,111.52,111.62
amos_0226,liver,0.9676,0.9676,0.0,0,1051.64,1051.24
amos_0226,pancreas,0.8486,0.8486,0.0,0,104.12,105.12
amos_0226,spleen,0.9565,0.9565,0.0,0,172.41,173.84
amos_0226,stomach,0.9237,0.9237,0.0,0,185.72,193.08
amos_0226,urinary_bladder,0.9184,0.9184,0.0,0,208.6,180.71
amos_0230,adrenal_gland_left,0.664,0.664,0.0,0,2.57,2.79
amos_0230,adrenal_gland_right,0.7339,0.7339,0.0,0,2.31,2.17
amos_0230,aorta,0.883,0.883,0.0,0,62.05,62.26
amos_0230,duodenum,0.7447,0.7447,0.0,0,46.25,46.19
amos_0230,esophagus,0.7945,0.7945,0.0,0,7.86,7.59
amos_0230,gallbladder,0.5799,0.5799,0.0,0,0.93,1.53
amos_0230,inferior_vena_cava,0.8435,0.8435,0.0,0,78.51,100.65
amos_0230,kidney_left,0.9308,0.9308,0.0,0,104.69,106.74
amos_0230,kidney_right,0.9315,0.9315,0.0,0,87.37,89.7
amos_0230,liver,0.9593,0.9593,0.0,0,1002.48,1018.37
amos_0230,pancreas,0.805,0.805,0.0,0,48.73,45.52
amos_0230,spleen,0.9335,0.9335,0.0,0,123.08,128.09
amos_0230,stomach,0.9447,0.9447,0.0,0,435.15,450.72
amos_0230,urinary_bladder,0.395,0.395,0.0,0,193.98,53.35
amos_0231,adrenal_gland_left,0.7864,0.7864,0.0,0,4.34,4.32
amos_0231,adrenal_gland_right,0.6401,0.6401,0.0,0,4.43,4.14
amos_0231,aorta,0.8983,0.8983,0.0,0,90.77,86.66
amos_0231,duodenum,0.7633,0.7633,0.0,0,40.02,39.18
amos_0231,esophagus,0.8801,0.8801,0.0,0,9.92,9.29
amos_0231,gallbladder,0.904,0.904,0.0,0,27.23,28.69
amos_0231,inferior_vena_cava,0.7426,0.7426,0.0,0,55.33,73.44
amos_0231,kidney_left,0.9399,0.9399,0.0,0,235.91,237.27
amos_0231,kidney_right,0.9334,0.9334,0.0,0,183.7,181.68
amos_0231,liver,0.9616,0.9616,0.0,0,1571.16,1611.73
amos_0231,pancreas,0.8695,0.8695,0.0,0,104.58,107.46
amos_0231,spleen,0.9485,0.9485,0.0,0,178.93,186.84
amos_0231,stomach,0.9416,0.9416,0.0,0,250.45,257.1
amos_0231,urinary_bladder,0.8731,0.8731,0.0,0,145.05,116.7
amos_0235,adrenal_gland_left,0.438,0.438,0.0,0,1.02,3.27
amos_0235,adrenal_gland_right,0.5891,0.5891,0.0,0,2.01,1.91
amos_0235,aorta,0.9016,0.9016,0.0,0,53.91,61.88
amos_0235,duodenum,0.6648,0.6648,0.0,0,39.76,49.83
amos_0235,esophagus,0.8274,0.8274,0.0,0,6.26,7.55
amos_0235,gallbladder,0.8733,0.8733,0.0,0,12.32,13.03
amos_0235,inferior_vena_cava,0.6163,0.6163,0.0,0,28.77,43.33
amos_0235,kidney_left,0.9278,0.9278,0.0,0,137.97,143.35
amos_0235,kidney_right,0.932,0.932,0.0,0,157.65,160.76
amos_0235,liver,0.9433,0.9433,0.0,0,1034.73,1068.9
amos_0235,pancreas,0.7421,0.7421,0.0,0,40.14,44.04
amos_0235,spleen,0.9334,0.9334,0.0,0,153.17,159.42
amos_0235,stomach,0.7042,0.7042,0.0,0,409.91,736.03
amos_0235,urinary_bladder,0.847,0.847,0.0,0,122.88,96.85
amos_0237,adrenal_gland_left,0.7867,0.7867,0.0,0,4.88,4.95
amos_0237,adrenal_gland_right,0.7785,0.7785,0.0,0,4.07,4.49
amos_0237,aorta,0.8995,0.8995,0.0,0,211.53,228.32
amos_0237,duodenum,0.7914,0.7914,0.0,0,61.21,64.43
amos_0237,esophagus,0.7636,0.7636,0.0,0,28.53,32.19
amos_0237,gallbladder,0.5376,0.5376,0.0,0,9.8,19.37
amos_0237,inferior_vena_cava,0.7704,0.7704,0.0,0,43.27,58.32
amos_0237,kidney_left,0.936,0.936,0.0,0,113.53,109.95
amos_0237,kidney_right,0.9377,0.9377,0.0,0,118.07,117.37
amos_0237,liver,0.9661,0.9661,0.0,0,1559.12,1558.78
amos_0237,pancreas,0.8579,0.8579,0.0,0,81.92,83.65
amos_0237,spleen,0.951,0.951,0.0,0,221.48,228.41
amos_0237,stomach,0.9257,0.9257,0.0,0,188.57,184.29
amos_0237,urinary_bladder,0.7504,0.7504,0.0,0,70.01,61.36
amos_0239,adrenal_gland_left,0.6271,0.6271,0.0,0,3.41,2.73
amos_0239,adrenal_gland_right,0.7536,0.7536,0.0,0,2.73,2.91
amos_0239,aorta,0.8918,0.8918,0.0,0,257.25,262.73
amos_0239,duodenum,0.7883,0.7883,0.0,0,49.5,62.51
amos_0239,esophagus,0.8041,0.8041,0.0,0,32.59,29.23
amos_0239,gallbladder,0.8367,0.8367,0.0,0,24.18,28.26
amos_0239,inferior_vena_cava,0.853,0.853,0.0,0,49.64,53.21
amos_0239,kidney_left,0.9417,0.9417,0.0,0,119.55,123.25
amos_0239,kidney_right,0.9397,0.9397,0.0,0,113.57,116.7
amos_0239,liver,0.9614,0.9614,0.0,0,778.99,775.05
amos_0239,pancreas,0.8527,0.8527,0.0,0,51.77,49.7
amos_0239,spleen,0.9364,0.9364,0.0,0,80.12,82.24
amos_0239,stomach,0.8904,0.8904,0.0,0,188.42,211.78
amos_0239,urinary_bladder,0.9074,0.9074,0.0,0,98.7,85.94
amos_0242,adrenal_gland_left,0.7215,0.7215,0.0,0,3.83,3.54
amos_0242,adrenal_gland_right,0.7301,0.7301,0.0,0,3.36,3.75
amos_0242,aorta,0.8986,0.8986,0.0,0,71.73,82.55
amos_0242,duodenum,0.7292,0.7292,0.0,0,53.77,77.12
amos_0242,esophagus,0.8192,0.8192,0.0,0,18.63,20.73
amos_0242,gallbladder,0.328,0.328,0.0,0,13.72,28.36
amos_0242,inferior_vena_cava,0.7724,0.7724,0.0,0,47.21,52.59
amos_0242,kidney_left,0.9378,0.9378,0.0,0,172.47,177.36
amos_0242,kidney_right,0.9351,0.9351,0.0,0,142.01,144.7
amos_0242,liver,0.7293,0.7293,0.0,0,1695.96,1040.66
amos_0242,pancreas,0.8296,0.8296,0.0,0,97.75,89.07
amos_0242,spleen,0.9476,0.9476,0.0,0,193.2,195.41
amos_0242,stomach,0.8307,0.8307,0.0,0,819.17,622.49
amos_0242,urinary_bladder,0.6799,0.6799,0.0,0,460.68,241.83
amos_0245,adrenal_gland_left,0.6681,0.6681,0.0,0,2.88,2.65
amos_0245,adrenal_gland_right,0.6487,0.6487,0.0,0,2.83,3.58
amos_0245,aorta,0.8773,0.8773,0.0,0,261.69,257.53
amos_0245,duodenum,0.6941,0.6941,0.0,0,46.79,41.46
amos_0245,esophagus,0.6577,0.6577,0.0,0,21.8,24.57
amos_0245,inferior_vena_cava,0.7717,0.7717,0.0,0,43.47,59.45
amos_0245,kidney_left,0.9146,0.9146,0.0,0,86.37,92.72
amos_0245,kidney_right,0.9159,0.9159,0.0,0,90.65,92.86
amos_0245,liver,0.9541,0.9541,0.0,0,825.79,830.68
amos_0245,pancreas,0.6742,0.6742,0.0,0,24.76,15.21
amos_0245,spleen,0.9148,0.9148,0.0,0,173.23,158.88
amos_0245,stomach,0.8924,0.8924,0.0,0,152.55,159.84
amos_0245,urinary_bladder,0.811,0.811,0.0,0,69.87,62.3
amos_0248,adrenal_gland_left,0.6271,0.6271,0.0,0,3.53,4.37
amos_0248,adrenal_gland_right,0.6601,0.6601,0.0,0,3.38,3.03
amos_0248,aorta,0.9003,0.9003,0.0,0,166.86,176.38
amos_0248,duodenum,0.6826,0.6826,0.0,0,61.32,38.77
amos_0248,esophagus,0.8669,0.8669,0.0,0,23.95,23.5
amos_0248,gallbladder,0.8304,0.8304,0.0,0,42.3,42.38
amos_0248,inferior_vena_cava,0.8919,0.8919,0.0,0,100.46,111.52
amos_0248,kidney_left,0.9444,0.9444,0.0,0,149.67,151.42
amos_0248,kidney_right,0.9423,0.9423,0.0,0,145.21,147.15
amos_0248,liver,0.9584,0.9584,0.0,0,1255.03,1219.07
amos_0248,pancreas,0.8131,0.8131,0.0,0,74.84,87.92
amos_0248,spleen,0.9504,0.9504,0.0,0,221.09,221.07
amos_0248,stomach,0.9366,0.9366,0.0,0,211.92,201.22
amos_0248,urinary_bladder,0.9307,0.9307,0.0,0,255.01,225.87
amos_0249,adrenal_gland_left,0.7256,0.7256,0.0,0,3.98,4.16
amos_0249,adrenal_gland_right,0.7039,0.7039,0.0,0,2.94,2.95
amos_0249,aorta,0.896,0.896,0.0,0,216.78,216.9
amos_0249,duodenum,0.704,0.704,0.0,0,35.92,42.67
amos_0249,esophagus,0.7627,0.7627,0.0,0,33.14,29.62
amos_0249,gallbladder,0.7706,0.7706,0.0,0,8.2,9.08
amos_0249,inferior_vena_cava,0.802,0.802,0.0,0,47.62,54.55
amos_0249,kidney_left,0.9357,0.9357,0.0,0,117.22,121.33
amos_0249,kidney_right,0.9372,0.9372,0.0,0,131.54,135.32
amos_0249,liver,0.9623,0.9623,0.0,0,988.3,994.12
amos_0249,pancreas,0.8592,0.8592,0.0,0,73.64,76.53
amos_0249,spleen,0.9302,0.9302,0.0,0,98.52,99.52
amos_0249,stomach,0.9429,0.9429,0.0,0,543.29,578.15
amos_0249,urinary_bladder,0.8077,0.8077,0.0,0,57.09,43.31
amos_0254,adrenal_gland_left,0.7559,0.7559,0.0,0,2.76,3.23
amos_0254,adrenal_gland_right,0.7374,0.7374,0.0,0,2.71,3.22
amos_0254,aorta,0.8983,0.8983,0.0,0,226.5,233.65
amos_0254,duodenum,0.7224,0.7224,0.0,0,42.1,37.36
amos_0254,esophagus,0.7633,0.7633,0.0,0,25.32,26.04
amos_0254,gallbladder,0.6779,0.6779,0.0,0,9.7,18.13
amos_0254,inferior_vena_cava,0.8071,0.8071,0.0,0,58.98,75.19
amos_0254,kidney_left,0.9402,0.9402,0.0,0,122.0,126.62
amos_0254,kidney_right,0.9442,0.9442,0.0,0,120.44,125.78
amos_0254,liver,0.9549,0.9549,0.0,0,892.27,940.19
amos_0254,pancreas,0.8533,0.8533,0.0,0,72.49,72.96
amos_0254,spleen,0.9364,0.9364,0.0,0,83.21,89.63
amos_0254,stomach,0.9316,0.9316,0.0,0,168.28,170.64
amos_0254,urinary_bladder,0.8222,0.8222,0.0,0,87.69,63.33
amos_0259,adrenal_gland_left,0.4404,0.4404,0.0,0,0.71,0.91
amos_0259,adrenal_gland_right,0.6434,0.6434,0.0,0,1.4,1.64
amos_0259,aorta,0.8471,0.8471,0.0,0,40.87,38.54
amos_0259,duodenum,0.4265,0.4265,0.0,0,28.14,28.93
amos_0259,esophagus,0.8275,0.8275,0.0,0,6.23,5.32
amos_0259,gallbladder,0.8807,0.8807,0.0,0,21.67,24.93
amos_0259,inferior_vena_cava,0.7433,0.7433,0.0,0,42.32,59.82
amos_0259,kidney_left,0.8501,0.8501,0.0,0,100.72,128.66
amos_0259,kidney_right,0.8369,0.8369,0.0,0,96.89,122.55
amos_0259,liver,0.9513,0.9513,0.0,0,1221.76,1274.73
amos_0259,pancreas,0.668,0.668,0.0,0,39.95,74.32
amos_0259,spleen,0.9282,0.9282,0.0,0,142.15,149.92
amos_0259,stomach,0.8754,0.8754,0.0,0,481.72,602.75
amos_0259,urinary_bladder,0.6497,0.6497,0.0,0,162.64,82.96
amos_0263,adrenal_gland_left,0.5257,0.5257,0.0,0,3.83,4.56
amos_0263,adrenal_gland_right,0.7491,0.7491,0.0,0,3.53,3.17
amos_0263,aorta,0.8873,0.8873,0.0,0,172.55,173.31
amos_0263,duodenum,0.8572,0.8572,0.0,0,60.66,59.26
amos_0263,esophagus,0.7907,0.7907,0.0,0,32.6,33.37
amos_0263,gallbladder,0.8907,0.8907,0.0,0,28.45,33.16
amos_0263,inferior_vena_cava,0.8643,0.8643,0.0,0,64.92,72.6
amos_0263,kidney_left,0.0,0.0,0.0,0,0.0,132.09
amos_0263,kidney_right,0.9483,0.9483,0.0,0,182.24,190.27
amos_0263,liver,0.9742,0.9742,0.0,0,2153.41,2191.28
amos_0263,pancreas,0.8931,0.8931,0.0,0,91.12,98.13
amos_0263,spleen,0.963,0.963,0.0,0,349.51,360.6
amos_0263,stomach,0.962,0.962,0.0,0,735.46,769.86
amos_0263,urinary_bladder,0.779,0.779,0.0,0,65.06,54.81
amos_0264,adrenal_gland_left,0.7231,0.7231,0.0,0,3.35,3.81
amos_0264,adrenal_gland_right,0.6636,0.6636,0.0,0,3.57,4.75
amos_0264,aorta,0.8939,0.8939,0.0,0,81.6,79.55
amos_0264,duodenum,0.7383,0.7383,0.0,0,41.02,42.33
amos_0264,esophagus,0.8686,0.8686,0.0,0,20.1,17.96
amos_0264,gallbladder,0.9032,0.9032,0.0,0,42.51,46.28
amos_0264,inferior_vena_cava,0.8201,0.8201,0.0,0,65.49,81.9
amos_0264,kidney_left,0.945,0.945,0.0,0,194.69,196.1
amos_0264,kidney_right,0.9302,0.9302,0.0,0,175.68,174.48
amos_0264,liver,0.9626,0.9626,0.0,0,1725.9,1732.0
amos_0264,pancreas,0.8751,0.8751,0.0,0,75.01,74.34
amos_0264,spleen,0.9391,0.9391,0.0,0,167.96,165.02
amos_0264,stomach,0.6886,0.6886,0.0,0,491.88,331.74
amos_0264,urinary_bladder,0.7133,0.7133,0.0,0,186.38,117.04
amos_0268,adrenal_gland_left,0.6869,0.6869,0.0,0,3.7,4.72
amos_0268,adrenal_gland_right,0.625,0.625,0.0,0,2.3,2.99
amos_0268,aorta,0.8851,0.8851,0.0,0,38.38,43.4
amos_0268,duodenum,0.7696,0.7696,0.0,0,48.09,43.76
amos_0268,esophagus,0.7588,0.7588,0.0,0,6.0,8.46
amos_0268,gallbladder,0.8654,0.8654,0.0,0,12.24,12.07
amos_0268,inferior_vena_cava,0.8284,0.8284,0.0,0,54.66,59.22
amos_0268,kidney_left,0.9488,0.9488,0.0,0,242.18,244.88
amos_0268,kidney_right,0.9494,0.9494,0.0,0,208.06,211.32
amos_0268,liver,0.9625,0.9625,0.0,0,1733.32,1763.81
amos_0268,pancreas,0.8586,0.8586,0.0,0,110.14,111.42
amos_0268,spleen,0.941,0.941,0.0,0,272.46,281.38
amos_0268,stomach,0.9235,0.9235,0.0,0,195.41,197.94
amos_0268,urinary_bladder,0.8864,0.8864,0.0,0,1034.75,1255.88
amos_0272,adrenal_gland_left,0.6418,0.6418,0.0,0,2.82,3.1
amos_0272,adrenal_gland_right,0.6795,0.6795,0.0,0,2.08,2.73
amos_0272,aorta,0.9078,0.9078,0.0,0,70.17,73.14
amos_0272,duodenum,0.7507,0.7507,0.0,0,50.31,65.75
amos_0272,esophagus,0.8541,0.8541,0.0,0,9.6,10.47
amos_0272,gallbladder,0.7902,0.7902,0.0,0,12.28,16.65
amos_0272,inferior_vena_cava,0.8328,0.8328,0.0,0,56.63,66.59
amos_0272,kidney_left,0.9393,0.9393,0.0,0,133.75,137.99
amos_0272,kidney_right,0.9339,0.9339,0.0,0,131.33,134.4
amos_0272,liver,0.9641,0.9641,0.0,0,1120.02,1130.8
amos_0272,pancreas,0.8557,0.8557,0.0,0,63.62,65.12
amos_0272,spleen,0.9419,0.9419,0.0,0,143.71,147.33
amos_0272,stomach,0.9043,0.9043,0.0,0,987.6,1144.3
amos_0272,urinary_bladder,0.6418,0.6418,0.0,0,20.75,39.75
amos_0273,adrenal_gland_left,0.7569,0.7569,0.0,0,3.19,3.66
amos_0273,adrenal_gland_right,0.7653,0.7653,0.0,0,4.43,4.24
amos_0273,aorta,0.8601,0.8601,0.0,0,98.82,93.73
amos_0273,duodenum,0.7658,0.7658,0.0,0,56.2,47.02
amos_0273,esophagus,0.8074,0.8074,0.0,0,11.84,13.96
amos_0273,gallbladder,0.9031,0.9031,0.0,0,92.76,100.03
amos_0273,inferior_vena_cava,0.7139,0.7139,0.0,0,35.32,34.16
amos_0273,kidney_left,0.9443,0.9443,0.0,0,129.21,131.59
amos_0273,kidney_right,0.9365,0.9365,0.0,0,112.43,112.42
amos_0273,liver,0.9662,0.9662,0.0,0,1502.97,1525.53
amos_0273,pancreas,0.8593,0.8593,0.0,0,62.57,66.7
amos_0273,spleen,0.9566,0.9566,0.0,0,258.81,263.35
amos_0273,stomach,0.9225,0.9225,0.0,0,171.72,176.91
amos_0273,urinary_bladder,0.8522,0.8522,0.0,0,136.03,109.22
amos_0274,adrenal_gland_left,0.6178,0.6178,0.0,0,3.07,3.66
amos_0274,adrenal_gland_right,0.7101,0.7101,0.0,0,3.25,3.67
amos_0274,aorta,0.8856,0.8856,0.0,0,193.99,194.57
amos_0274,duodenum,0.8121,0.8121,0.0,0,57.56,55.77
amos_0274,esophagus,0.757,0.757,0.0,0,25.97,25.52
amos_0274,gallbladder,0.5967,0.5967,0.0,0,5.92,12.98
amos_0274,inferior_vena_cava,0.8345,0.8345,0.0,0,80.6,84.47
amos_0274,kidney_left,0.943,0.943,0.0,0,141.0,143.35
amos_0274,kidney_right,0.9162,0.9162,0.0,0,165.53,179.98
amos_0274,liver,0.9636,0.9636,0.0,0,1144.3,1170.03
amos_0274,pancreas,0.9008,0.9008,0.0,0,106.03,104.98
amos_0274,spleen,0.9552,0.9552,0.0,0,241.67,241.5
amos_0274,stomach,0.9353,0.9353,0.0,0,140.89,141.97
amos_0274,urinary_bladder,0.9472,0.9472,0.0,0,385.97,369.06
amos_0276,adrenal_gland_left,0.732,0.732,0.0,0,3.14,3.32
amos_0276,adrenal_gland_right,0.6882,0.6882,0.0,0,2.18,2.87
amos_0276,aorta,0.8998,0.8998,0.0,0,45.3,46.91
amos_0276,duodenum,0.7979,0.7979,0.0,0,34.72,41.3
amos_0276,esophagus,0.7441,0.7441,0.0,0,4.75,6.17
amos_0276,gallbladder,0.8716,0.8716,0.0,0,19.48,22.45
amos_0276,inferior_vena_cava,0.8499,0.8499,0.0,0,39.28,39.27
amos_0276,kidney_left,0.9331,0.9331,0.0,0,122.15,126.94
amos_0276,kidney_right,0.9334,0.9334,0.0,0,109.18,111.63
amos_0276,liver,0.9642,0.9642,0.0,0,861.89,878.61
amos_0276,pancreas,0.8505,0.8505,0.0,0,48.37,49.16
amos_0276,spleen,0.9508,0.9508,0.0,0,169.38,175.54
amos_0276,stomach,0.9353,0.9353,0.0,0,634.76,692.72
amos_0276,urinary_bladder,0.5859,0.5859,0.0,0,47.98,31.61
amos_0279,adrenal_gland_left,0.7346,0.7346,0.0,0,5.71,4.85
amos_0279,adrenal_gland_right,0.6717,0.6717,0.0,0,4.15,3.46
amos_0279,aorta,0.8494,0.8494,0.0,0,112.02,101.28
amos_0279,duodenum,0.7062,0.7062,0.0,0,74.64,99.34
amos_0279,esophagus,0.8038,0.8038,0.0,0,13.77,11.62
amos_0279,inferior_vena_cava,0.7495,0.7495,0.0,0,34.54,46.53
amos_0279,kidney_left,0.9291,0.9291,0.0,0,92.45,92.33
amos_0279,kidney_right,0.9078,0.9078,0.0,0,97.8,100.13
amos_0279,liver,0.9595,0.9595,0.0,0,1242.31,1271.97
amos_0279,pancreas,0.7788,0.7788,0.0,0,44.54,42.54
amos_0279,spleen,0.9334,0.9334,0.0,0,206.75,220.0
amos_0279,stomach,0.9097,0.9097,0.0,0,203.77,215.32
amos_0279,urinary_bladder,0.8625,0.8625,0.0,0,76.76,63.81
amos_0281,adrenal_gland_left,0.4194,0.4194,0.0,0,1.15,2.18
amos_0281,adrenal_gland_right,0.6593,0.6593,0.0,0,2.33,2.91
amos_0281,aorta,0.6424,0.6424,0.0,0,88.3,73.95
amos_0281,duodenum,0.5224,0.5224,0.0,0,33.3,54.79
amos_0281,esophagus,0.6472,0.6472,0.0,0,10.0,9.65
amos_0281,gallbladder,0.7422,0.7422,0.0,0,23.14,34.76
amos_0281,inferior_vena_cava,0.7129,0.7129,0.0,0,39.99,55.27
amos_0281,kidney_left,0.8895,0.8895,0.0,0,88.21,98.3
amos_0281,kidney_right,0.9155,0.9155,0.0,0,94.75,99.51
amos_0281,liver,0.9579,0.9579,0.0,0,897.16,924.79
amos_0281,pancreas,0.7427,0.7427,0.0,0,45.69,57.49
amos_0281,spleen,0.8895,0.8895,0.0,0,100.71,112.51
amos_0281,stomach,0.9177,0.9177,0.0,0,287.66,319.05
amos_0281,urinary_bladder,0.7532,0.7532,0.0,0,85.86,53.74
amos_0282,adrenal_gland_left,0.709,0.709,0.0,0,4.89,5.67
amos_0282,adrenal_gland_right,0.6338,0.6338,0.0,0,3.81,3.71
amos_0282,aorta,0.9088,0.9088,0.0,0,138.47,137.79
